3.62437439	6.34592318E-04	4	1	8	10	14.26783991	
7.24874878	1.65545812E-03	4	1	8	10	13.51942492	
10.8731232	2.09691352E-03	4	1	8	10	16.53209257	
14.4974976	1.93136791E-03	4	1	8	10	17.32122040	
18.1218719	2.70391488E-03	4	1	8	10	17.32122040	
21.7462463	2.75909691E-03	4	1	8	10	17.32122040	
25.3706207	2.84186983E-03	4	1	8	10	17.32122040	
28.9949951	3.53164412E-03	4	1	8	10	17.32122040	
32.6193695	3.44887120E-03	4	1	8	10	17.32122040	
36.2437439	3.69718974E-03	4	1	8	10	17.32122040	
39.8681183	3.83514492E-03	4	1	8	10	17.32122040	
43.4924927	4.22141841E-03	4	1	8	10	17.83232689	
47.1168671	4.69046459E-03	4	1	8	10	18.35438824	
50.7412415	4.66287369E-03	4	1	8	10	19.06613255	
54.3656158	5.26987482E-03	4	1	8	10	110.6268196	
57.9899902	5.18710213E-03	4	1	8	10	112.3291016	
61.6143646	6.62183249E-03	4	1	8	10	113.8976421	
65.2387390	6.34592306E-03	4	1	8	10	115.1902838	
68.8631134	6.53905934E-03	4	1	8	10	116.5234890	
72.4874878	6.42869575E-03	4	1	8	10	118.0470638	
76.1118622	6.95292419E-03	4	1	8	10	119.7000446	
79.7362366	7.64269847E-03	4	1	8	10	121.4169197	
83.3606110	7.75306253E-03	4	1	8	10	122.0004425	
86.9849854	8.55320040E-03	4	1	8	10	122.4823303	
90.6093597	8.24969914E-03	4	1	8	10	123.0521183	
94.2337341	9.43611190E-03	4	1	8	10	124.1045437	
97.8581085	9.87756625E-03	4	1	8	10	125.1625805	
101.482483	9.35333874E-03	4	1	8	10	125.9263191	
105.106857	1.01810675E-02	4	1	8	10	126.2532902	
108.731232	1.09260241E-02	4	1	8	10	126.5730896	
112.355606	1.07880682E-02	4	1	8	10	126.8861046	
115.979980	9.49129369E-03	4	1	8	10	127.1926975	
119.604355	7.86342658E-03	4	1	8	10	125.0528355	
123.228729	6.70460518E-03	4	1	8	10	119.7304249	
126.853104	5.90446731E-03	4	1	8	10	116.9385834	
130.477478	4.85601043E-03	4	1	8	10	116.9068012	
134.101852	4.27660020E-03	4	1	8	10	116.8759499	
137.726227	3.39368894E-03	4	1	8	10	116.8459721	
141.350601	4.13864525E-03	4	1	8	10	116.8168259	
144.974976	3.58682591E-03	4	1	8	10	116.7884655	
148.599350	3.33850714E-03	4	1	8	10	116.7608471	
152.223724	3.61441681E-03	4	1	8	10	116.5824146	
155.848099	2.81427871E-03	4	1	8	10	116.2737904	
159.472473	2.31764140E-03	4	1	8	10	115.9778128	
163.096848	2.17968645E-03	4	1	8	10	115.6936951	
166.721222	2.01414060E-03	4	1	8	10	115.4207067	
170.345596	1.79341296E-03	4	1	8	10	115.1581869	
173.969971	1.32436643E-03	4	1	8	10	114.9055233	
177.594345	1.65545812E-03	4	1	8	10	114.6621504	
181.218719	1.51750329E-03	4	1	8	10	114.4275532	
184.843094	1.29677553E-03	4	1	8	10	114.2012386	
188.467468	1.18641171E-03	4	1	8	10	113.9827719	
192.091843	1.13122968E-03	4	1	8	10	113.7717295	
195.716217	1.13122968E-03	4	1	8	10	113.5677299	
199.340591	1.18641171E-03	4	1	8	10	113.3704147	
202.964966	1.13122968E-03	4	1	8	10	112.8198757	
206.589340	1.24159351E-03	4	1	8	10	112.2264080	
210.213715	1.32436643E-03	4	1	8	10	111.6700153	
213.838089	8.82911030E-04	4	1	8	10	111.1478052	
217.462463	8.00138107E-04	4	1	8	10	110.6571732	
221.086838	9.38092882E-04	4	1	8	10	110.1956987	
224.711212	9.65683954E-04	4	1	8	10	19.76125050	
228.335587	9.10501985E-04	4	1	8	10	19.35181713	
231.959961	6.89774228E-04	4	1	8	10	19.03729820	
235.584335	5.79410349E-04	4	1	8	10	18.74707794	
239.208710	8.27729062E-04	4	1	8	10	18.47039700	
242.833084	5.79410349E-04	4	1	8	10	18.20644093	
246.457458	5.79410349E-04	4	1	8	10	17.95443249	
250.081833	5.79410349E-04	4	1	8	10	17.71367407	
253.706207	5.24228381E-04	4	1	8	10	17.48351479	
257.330566	6.62183214E-04	4	1	8	10	17.22154188	
260.954956	4.96637425E-04	4	1	8	10	16.86344004	
264.579346	4.96637425E-04	4	1	8	10	16.52768040	
268.203705	4.13864531E-04	4	1	8	10	16.21257448	
271.828064	6.07001304E-04	4	1	8	10	15.91662264	
275.452454	4.13864531E-04	4	1	8	10	15.64998960	
279.076843	4.13864531E-04	4	1	8	10	15.41240788	
282.701202	3.31091607E-04	4	1	8	10	15.18769836	
286.325562	4.41455515E-04	4	1	8	10	14.97500038	
289.949951	3.86273547E-04	4	1	8	10	14.77353811	
293.574341	3.58682591E-04	4	1	8	10	14.58258057	
297.198700	1.10363879E-04	4	1	8	10	14.40146971	
300.823059	2.75909697E-04	4	1	8	10	14.26783991	
304.447449	2.48318713E-04	4	1	8	10	14.26783991	
308.071838	1.37954848E-04	4	1	8	10	14.26783991	
311.696198	2.75909697E-05	4	1	8	10	14.26783991	
315.320557	0.000000004	1	8	10	14.26783991	
318.944946	0.000000004	1	8	10	14.26783991	
322.569336	0.000000004	1	8	10	14.26783991	
326.193695	0.000000004	1	8	10	14.26783991	
329.818054	0.000000004	1	8	10	14.26783991	
333.442444	0.000000004	1	8	10	14.26783991	
337.066833	0.000000004	1	8	10	14.26783991	
340.691193	0.000000004	1	8	10	14.26783991	
344.315552	0.000000004	1	8	10	14.26783991	
347.939941	0.000000004	1	8	10	14.26783991	
351.564331	0.000000004	1	8	10	14.26783991	
355.188690	0.000000004	1	8	10	14.26783991	
358.813049	0.000000004	1	8	10	14.26783991	
362.437439	0.000000004	1	8	10	14.26783991	
3.62437439	1.07604777E-03	4	1	8	15	14.26783991	
7.24874878	1.57268520E-03	4	1	8	15	13.51942492	
10.8731232	2.04173173E-03	4	1	8	15	16.53209257	
14.4974976	1.62786711E-03	4	1	8	15	17.32122040	
18.1218719	1.76582206E-03	4	1	8	15	17.32122040	
21.7462463	2.53836927E-03	4	1	8	15	17.32122040	
25.3706207	2.40041432E-03	4	1	8	15	17.32122040	
